,Subject,RT,condition,Error,sens_comp,resp_comp
39330,21,368.4,anHULU,1,comp,comp
39331,21,574.3699999999999,anHULU,1,comp,comp
39332,21,387.19000000000005,anHULU,1,comp,comp
39333,21,703.08,anHULU,1,comp,comp
39334,21,486.73,anHULU,1,comp,comp
39335,21,494.5,anHULU,1,comp,comp
39336,21,469.21,anHULU,1,comp,comp
39337,21,365.49,anHULU,1,comp,comp
39338,21,563.3199999999998,anHULU,1,comp,comp
39339,21,493.63,anHULU,1,comp,comp
39340,21,504.94,anHULU,1,comp,comp
39341,21,753.89,anHULU,1,comp,comp
39342,21,569.39,anHULU,1,comp,comp
39343,21,489.38999999999993,anHULU,1,comp,comp
39344,21,471.52,anHULU,1,comp,comp
39345,21,753.03,anHULU,1,comp,comp
39346,21,388.38,anHULU,1,comp,comp
39347,21,474.06000000000006,anHULU,1,comp,comp
39348,21,461.48,anHULU,1,comp,comp
39349,21,329.8400000000001,anHULU,1,comp,comp
39350,21,421.44,anHULU,1,comp,comp
39351,21,602.7399999999999,anHULU,1,comp,comp
39352,21,731.25,anHULU,1,comp,comp
39353,21,541.4499999999998,anHULU,1,comp,comp
39354,21,443.41,anHULU,1,comp,comp
39355,21,472.17,anHULU,1,comp,comp
39356,21,456.9,anHULU,1,comp,comp
39357,21,768.18,anHULU,1,comp,comp
39358,21,386.5,anHULU,1,comp,comp
39359,21,376.02,anHULU,1,comp,comp
39360,21,540.69,anHULU,1,comp,comp
39361,21,477.3,anHULU,1,comp,comp
39362,21,606.1,anHULU,1,comp,comp
39363,21,701.7600000000001,anHULU,1,comp,comp
39364,21,566.89,anHULU,1,comp,comp
39365,21,519.92,anHULU,1,comp,comp
